stud_id,w2sch_id,w2cls_id,w2td01,w2td02,w2td03,w2td04,w2td05,w2td06,w2td07,w2td08,w2td09,w2td10,w2td11,w2td12,w2td13,w2td14,w2td15,w2tcs1,w2tcs2,w2tcs3,w2tcs4,w2tcs5,w2tes1,w2tes2,w2tes3,w2tes4,w2tes5,w2tms1,w2tms2,w2tms3,w2tms4,w2tms5,w2sumerr,w2summis
19156,183,3463,3,3,3,2,3,6,3,3,3,3,3,3,4,3,3,2,2,3,4,3,2,2,4,4,4,3,3,3,4,4,0,0
19157,460,3465,4,4,4,4,3,5,4,5,5,5,4,4,4,1,3,4,4,3,4,5,99,99,99,99,99,4,4,3,4,5,0,5
19158,084,3860,4,3,4,3,3,4,3,4,3,3,2,2,4,2,3,2,3,3,3,3,2,5,3,3,2,2,4,1,3,4,0,0
19161,108,2071,4,3,4,4,1,5,2,5,3,5,4,1,4,1,4,3,4,1,3,5,3,3,3,3,4,4,4,1,4,5,0,0
19162,625,2577,2,6,3,3,2,3,2,2,2,2,2,3,4,4,3,2,3,3,3,4,2,2,3,4,3,2,2,3,3,3,0,0
19163,405,2355,3,6,2,3,3,3,3,3,3,3,2,4,4,4,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,15
19164,574,3470,4,1,1,2,2,1,2,2,1,1,2,4,4,3,3,2,2,4,4,3,2,1,4,3,1,2,3,3,4,2,0,0
19166,566,3567,2,2,1,1,1,1,2,1,1,1,1,4,4,3,3,2,1,4,3,2,1,1,4,2,1,2,1,4,2,1,0,0
19167,572,3534,3,3,3,3,3,4,2,3,2,2,2,4,4,2,2,1,1,4,3,2,2,3,4,3,3,99,99,99,99,99,0,5
19168,510,2982,3,4,4,4,4,4,4,4,3,5,4,1,4,1,2,2,3,3,4,5,3,3,3,4,4,99,99,99,99,99,0,5
19169,326,3782,3,6,3,3,3,3,3,3,4,3,2,3,4,2,3,3,3,3,4,4,2,2,4,4,2,3,3,4,4,4,0,0
19170,480,3092,3,3,2,2,2,2,2,3,2,2,2,3,4,4,4,2,2,4,2,2,2,1,4,2,1,2,1,4,2,2,0,0
19171,027,2164,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,2,3,4,2,2,2,4,4,2,2,2,3,3,3,0,0
19172,526,2343,4,3,3,3,4,4,3,3,4,3,4,3,4,3,3,1,2,4,2,2,3,3,3,4,3,2,2,3,4,2,0,0
19173,608,3332,4,3,4,4,4,4,4,4,3,4,3,1,4,1,4,2,2,4,4,2,4,4,4,2,2,3,4,3,4,3,0,0
19175,510,2982,2,2,2,2,2,2,2,2,1,2,2,3,4,2,2,1,1,3,4,1,1,1,4,3,1,99,99,99,99,99,0,5
19176,420,2127,2,2,2,3,2,3,2,3,2,2,1,4,4,4,4,2,2,3,4,2,2,2,4,4,2,3,3,3,4,4,0,0
19179,593,3279,3,4,5,5,4,5,5,5,4,5,4,1,3,1,2,3,4,2,4,5,4,4,1,4,5,4,4,3,4,5,0,0
19180,498,2217,3,3,4,2,2,4,3,4,3,3,3,4,4,3,3,2,2,3,4,2,2,2,4,4,3,2,2,4,3,2,0,0
19181,351,2637,3,2,3,2,2,3,2,3,3,3,2,3,4,2,4,2,2,3,2,2,2,2,4,3,1,2,2,2,4,2,0,0
19182,578,3156,2,2,2,2,2,2,2,1,2,2,2,3,4,4,4,2,4,2,2,4,2,4,3,4,4,2,2,3,2,2,0,0
19183,449,2214,2,2,2,2,1,1,1,3,2,2,1,4,4,4,4,2,1,4,2,2,2,1,4,2,2,2,2,3,3,2,0,0
19185,131,3254,3,3,3,3,3,3,3,3,3,2,2,3,4,2,3,2,3,4,2,3,2,2,4,2,2,2,2,3,3,3,0,0
19186,438,3183,5,5,5,5,5,5,5,5,5,5,5,1,2,1,3,4,4,1,4,5,4,4,1,4,5,4,4,4,4,5,0,0
19187,574,3470,2,2,1,2,2,2,2,2,3,2,2,4,4,3,3,3,2,3,4,4,4,4,4,4,4,4,4,2,4,5,0,0
19188,599,2778,2,2,3,2,1,3,2,3,4,2,4,4,2,2,2,2,2,4,3,1,2,2,3,2,3,3,3,3,3,2,0,0
19189,485,2833,3,3,3,2,2,3,2,3,2,2,4,3,4,4,4,2,2,4,4,3,3,3,4,4,4,3,3,4,4,3,0,0
19190,038,2910,2,6,2,2,2,2,2,2,2,2,2,4,4,4,4,1,1,4,3,1,2,1,4,3,1,2,1,4,2,1,0,0
19191,420,3629,4,4,3,4,3,3,4,4,3,4,3,2,4,4,99,2,3,3,4,3,3,3,3,4,4,3,3,3,4,4,0,1
19192,459,3050,3,3,2,2,3,3,2,6,2,3,3,2,4,1,2,2,3,3,3,1,2,3,4,3,1,2,2,4,2,1,0,0
19193,405,2370,3,6,3,3,3,4,3,3,3,4,4,2,4,2,4,3,3,2,4,3,3,3,4,4,4,4,4,3,4,4,0,0
19194,630,3894,2,2,2,3,2,2,2,2,2,3,3,4,4,3,4,2,3,4,4,3,2,2,3,2,2,2,2,3,3,2,0,0
19195,432,3570,5,2,5,5,4,5,5,4,3,5,4,1,1,1,4,4,4,1,4,5,4,4,2,4,5,4,4,2,4,5,0,0
19196,569,3351,2,3,2,2,2,3,3,2,2,3,3,3,4,3,3,2,2,3,3,3,3,2,4,4,4,3,3,3,4,4,0,0
19197,247,2384,2,3,2,2,2,2,3,3,2,3,2,1,2,1,1,2,3,3,3,3,2,3,3,4,3,2,2,3,3,2,0,0
19198,432,3570,3,2,2,2,2,2,2,3,2,2,2,3,4,2,3,2,3,3,3,2,1,2,4,3,1,2,2,4,3,1,0,0
19199,504,3769,3,3,3,3,3,3,3,2,3,5,3,4,4,2,3,2,3,4,4,3,2,3,4,4,3,1,3,4,2,1,0,0
19200,465,3626,3,3,6,3,6,6,6,6,3,3,3,3,4,3,5,2,5,3,4,4,2,5,3,3,2,2,5,4,3,3,0,0
19201,403,2055,3,3,2,2,3,3,1,3,3,2,2,3,4,4,2,2,2,4,2,2,2,5,3,3,3,2,1,4,1,2,0,0
19203,401,2365,4,2,4,3,2,3,3,4,3,4,2,3,4,2,3,2,3,3,3,3,2,2,4,3,3,2,3,4,3,3,0,0
19204,401,2365,4,6,5,5,4,4,4,4,6,4,3,2,4,3,2,99,99,99,99,99,5,5,5,5,1,2,3,4,3,3,0,5
19205,403,2802,4,3,3,3,3,4,3,4,3,4,3,1,4,1,4,2,4,3,3,4,3,3,2,3,4,2,3,2,3,2,0,0
19206,347,2528,1,3,3,3,1,2,2,3,2,2,2,3,4,2,3,2,2,4,4,2,2,3,3,4,3,2,2,4,3,2,0,0
19207,529,3702,4,4,5,5,4,5,5,5,5,4,3,3,4,1,2,3,3,4,4,4,4,3,3,4,5,4,3,3,4,5,0,0
19209,488,2350,2,2,4,3,3,2,2,2,2,2,3,4,4,4,4,2,2,4,3,2,3,5,4,4,3,2,1,4,2,2,0,0
19210,473,3738,3,2,4,4,3,2,4,1,3,4,3,1,4,1,4,3,4,1,4,4,3,4,2,4,4,4,4,2,3,4,0,0
19211,368,2002,3,6,3,3,2,3,3,3,3,3,2,4,4,3,2,2,2,3,3,2,2,2,4,3,3,3,2,4,4,3,0,0
19212,572,2182,4,3,4,4,4,4,5,5,4,5,3,1,4,1,2,3,3,3,4,4,3,4,2,4,4,4,4,3,4,5,0,0
19213,450,2159,4,3,4,5,5,5,5,5,4,5,3,99,99,99,99,99,99,99,99,99,4,3,3,4,5,4,4,1,4,5,0,9
19214,524,2485,5,6,5,5,3,5,5,5,3,3,2,2,4,1,4,2,3,3,3,4,2,3,4,2,4,3,3,3,2,4,0,0
19215,577,2464,3,2,3,2,1,3,2,3,1,1,1,4,4,4,4,2,2,4,2,3,2,2,4,2,3,2,1,4,4,3,0,0
19216,509,2988,1,6,3,2,3,2,2,2,1,1,3,3,4,4,4,1,1,4,3,1,2,2,4,4,2,2,2,4,3,1,0,0
19217,082,3274,3,2,3,2,3,3,2,3,3,2,2,4,4,3,3,2,2,4,2,3,2,2,4,3,2,2,2,4,3,2,0,0
19218,318,2107,3,3,2,3,2,3,2,3,3,3,3,4,4,3,4,99,99,99,99,99,2,2,4,4,3,2,3,4,2,4,0,5
19219,341,2457,4,6,4,3,3,3,3,2,3,2,2,2,2,2,2,2,3,3,3,3,99,99,99,99,99,2,2,4,3,4,0,5
19220,359,2509,2,3,3,1,2,3,2,2,2,2,1,5,5,5,3,2,2,3,3,2,2,2,4,3,2,2,2,3,3,2,0,0
19221,368,2374,3,6,2,2,3,3,2,3,3,2,2,4,4,3,4,1,1,4,1,1,2,1,4,3,2,2,2,4,4,2,0,0
19222,578,3828,2,6,2,1,1,1,2,3,2,2,2,4,4,3,3,1,2,4,2,1,2,2,3,3,3,2,2,4,2,2,0,0
19223,476,2953,5,4,5,5,5,5,5,5,5,5,4,1,3,1,5,99,99,99,99,99,4,4,2,4,5,4,4,1,4,5,0,5
19224,619,2087,3,2,2,2,3,2,2,3,2,3,1,4,4,3,3,2,2,4,3,2,2,2,4,3,3,2,3,4,3,3,0,0
19225,585,3462,2,2,2,2,1,2,2,1,1,99,3,3,4,3,2,2,3,3,3,2,2,2,4,4,2,1,2,4,3,1,0,1
19226,475,3715,4,2,4,4,4,4,4,2,3,4,4,1,1,1,2,4,99,99,99,99,4,4,2,4,4,3,3,3,4,4,0,4
19227,518,2920,2,3,4,4,2,3,2,3,2,4,3,3,4,2,3,2,3,3,4,3,3,3,3,4,4,3,3,4,4,4,0,0
19229,370,2730,2,6,6,1,2,3,1,3,99,2,2,4,4,3,3,2,1,4,2,1,1,1,4,2,1,2,1,4,1,1,0,1
19230,528,2171,3,3,2,3,3,2,3,3,3,3,2,3,4,3,3,2,2,3,3,3,1,2,4,2,2,2,3,3,3,3,0,0
19232,331,2887,3,6,5,4,4,5,4,2,3,3,4,1,4,2,3,3,4,1,4,3,2,3,4,4,3,2,1,4,2,1,0,0
19233,439,2282,4,5,5,5,4,5,5,5,5,5,1,1,4,2,3,4,4,1,4,5,4,4,3,4,5,4,4,3,4,5,0,0
19234,471,3704,2,3,2,2,1,1,2,2,2,2,2,4,4,3,3,2,2,4,3,2,1,1,4,2,1,3,3,4,4,2,0,0
19235,410,3482,4,3,4,4,4,5,2,3,4,1,3,3,4,3,4,2,2,4,2,2,2,2,4,1,2,2,2,3,2,1,0,0
19237,455,2914,2,1,2,2,1,1,1,2,2,1,3,4,4,3,3,99,99,99,99,99,1,1,4,2,1,99,99,99,99,99,0,10
19238,474,3528,2,6,4,3,2,4,2,3,2,2,3,4,4,4,4,2,2,4,4,2,2,2,3,4,3,2,2,4,3,2,0,0
19239,038,3531,2,6,3,3,2,4,3,4,3,3,2,2,4,2,97,2,3,4,3,3,2,2,3,3,3,2,2,3,3,3,1,0
19240,575,3048,2,3,1,2,2,2,2,3,2,3,2,3,4,2,3,2,2,4,2,3,3,2,4,1,4,2,3,3,2,3,0,0
19241,370,2962,2,3,1,1,2,2,2,1,1,2,2,4,4,4,4,2,1,4,2,1,2,1,4,2,1,2,2,4,3,1,0,0
19242,308,2264,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,3,3,3,4,3,99,99,99,99,99,2,3,1,4,3,0,20
19243,625,2577,4,6,3,3,4,4,3,3,3,3,2,4,4,3,2,2,2,4,4,4,3,1,4,4,4,2,2,4,3,4,0,0
19244,354,2889,4,2,3,3,2,3,1,2,3,3,3,2,4,2,3,2,2,4,1,2,4,3,4,3,5,2,3,3,3,3,0,0
19245,620,3522,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,2,3,3,3,3,3,3,4,4,4,2,2,3,2,2,0,0
19246,473,3498,3,3,4,4,3,5,4,4,3,3,3,3,4,4,4,2,3,4,4,3,4,3,3,4,5,3,2,3,4,3,0,0
19247,255,2412,2,1,2,3,2,2,3,2,2,2,2,3,3,3,3,2,2,3,2,3,99,99,99,99,99,3,3,2,3,3,0,5
19248,524,3515,2,6,3,3,3,4,3,4,3,3,2,2,4,3,5,2,2,2,1,3,3,2,3,4,4,3,2,3,4,3,0,0
19249,301,2027,4,4,4,3,4,4,4,4,4,4,3,1,4,1,3,4,4,1,4,5,3,4,3,4,5,4,4,3,4,5,0,0
19250,353,3070,2,1,1,2,1,1,1,1,1,1,1,4,4,4,4,2,2,3,3,2,2,2,4,3,2,2,2,4,3,3,0,0
19252,461,3877,2,2,1,2,1,1,2,1,1,2,2,4,4,4,4,2,2,4,2,1,2,2,4,2,1,2,2,4,2,1,0,0
19253,420,3686,4,3,4,3,3,4,4,2,4,4,3,1,4,3,3,2,3,2,4,4,3,3,4,4,3,2,3,2,4,5,0,0
19254,441,2538,5,5,5,5,4,4,5,4,4,5,4,1,1,1,2,4,3,1,4,5,4,4,2,4,5,4,4,2,4,5,0,0
19255,332,3676,4,4,4,3,2,2,3,3,3,3,3,3,4,3,3,2,2,3,4,2,2,2,4,3,3,3,2,4,4,3,0,0
19256,165,3529,2,3,2,2,1,3,2,2,2,1,2,4,4,4,4,2,2,4,2,1,1,1,4,1,1,1,1,4,3,2,0,0
19258,044,2449,1,2,4,3,1,2,2,1,1,1,1,4,4,3,2,2,1,4,2,1,1,1,4,2,1,1,2,4,3,1,0,0
19259,342,2216,3,3,2,4,2,1,4,3,2,3,3,3,4,2,3,2,2,3,3,4,2,2,3,2,2,2,2,4,4,2,0,0
19261,019,2826,3,3,3,4,3,4,3,4,3,4,3,2,3,2,3,2,3,3,4,4,3,3,3,4,4,2,3,4,4,3,0,0
19262,574,3227,2,3,2,2,3,3,2,2,2,3,3,3,99,1,4,2,3,2,2,2,2,3,3,3,3,2,3,3,3,3,0,1
19263,368,3348,2,2,2,2,3,4,2,2,2,2,3,4,4,3,4,2,2,3,2,1,2,2,3,3,2,1,1,4,3,1,0,0
19264,040,3270,3,4,3,4,2,3,4,4,3,3,2,3,4,2,1,2,2,4,3,3,99,99,99,99,99,2,2,4,3,4,0,5
19265,072,3739,4,4,3,4,3,3,3,4,3,3,2,2,4,2,3,99,99,99,99,99,4,3,3,4,4,4,3,3,4,5,0,5
19266,329,2044,2,2,2,3,2,2,2,2,3,3,2,2,4,2,4,2,3,3,3,3,2,2,3,3,2,2,2,4,3,2,0,0
19267,560,2465,4,3,4,4,3,3,4,5,3,4,3,2,4,1,4,3,3,3,4,5,3,4,4,4,4,5,4,3,5,4,0,0
19268,604,3372,3,6,3,4,2,3,3,4,3,4,2,99,4,2,5,3,3,2,3,3,3,4,1,4,4,2,2,3,3,3,0,1
19269,428,2460,4,2,4,4,3,3,4,3,3,4,2,1,4,1,2,2,4,2,4,5,4,3,3,3,5,3,3,3,4,4,0,0
19270,589,2281,3,4,4,4,5,4,4,4,4,4,4,1,4,1,2,2,3,3,4,5,3,3,4,4,4,4,4,3,4,5,0,0
19271,362,3413,2,3,2,2,2,2,2,2,2,2,1,4,4,4,4,2,1,4,2,1,2,2,4,3,1,2,2,4,4,3,0,0
19272,492,3241,3,6,3,3,2,3,3,3,3,2,3,4,4,4,4,2,2,3,3,2,2,2,4,3,2,2,2,3,3,2,0,0
19273,450,3371,2,2,2,2,1,1,1,4,2,2,2,4,4,4,4,2,2,4,3,3,2,2,4,3,3,2,2,4,2,3,0,0
19275,302,2710,5,3,4,3,4,5,3,3,5,5,3,2,4,1,3,2,3,4,4,3,2,3,2,3,2,4,4,3,4,5,0,0
19276,558,2238,1,3,3,2,3,3,3,2,2,2,1,4,4,3,4,2,2,4,2,1,2,1,4,2,1,2,2,4,2,1,0,0
19277,473,3498,4,4,5,4,5,5,5,5,5,4,4,2,4,2,3,3,2,4,3,5,4,2,2,4,4,4,4,3,4,4,0,0
19279,518,3824,2,3,4,4,3,4,4,4,4,5,3,3,4,2,2,3,4,2,4,5,4,4,2,4,5,3,3,3,4,4,0,0
19280,362,2937,3,3,3,3,3,4,3,2,3,3,3,3,4,2,2,2,2,3,4,2,2,2,3,3,2,2,3,3,3,2,0,0
19281,356,2952,2,2,3,2,1,3,2,3,2,1,2,4,4,4,4,2,2,3,3,3,2,2,4,1,1,2,3,4,3,3,0,0
19282,562,2319,2,4,4,2,2,2,2,2,2,2,1,4,4,3,3,2,2,4,3,3,3,1,4,4,4,2,2,4,4,3,0,0
19284,471,2110,3,4,4,4,4,3,4,5,6,5,2,3,4,3,3,3,4,3,4,5,4,4,1,4,5,3,3,4,4,5,0,0
19285,437,3045,3,2,4,2,3,3,2,2,3,2,3,4,4,2,2,2,2,4,4,1,2,2,4,4,2,1,3,4,3,2,0,0
19286,536,3402,1,1,1,1,1,2,1,1,1,1,2,4,4,4,3,1,1,4,1,1,3,2,4,3,4,99,99,99,99,99,0,5
19287,469,2122,3,3,4,4,4,4,4,4,4,4,3,2,4,2,2,2,4,3,3,4,99,99,99,99,99,3,3,3,3,4,0,5
19288,153,3002,3,3,3,3,2,2,2,3,3,3,3,4,4,3,3,2,2,3,3,3,2,2,4,3,2,2,3,4,4,3,0,0
19289,577,2464,2,1,2,1,1,3,1,2,1,1,1,4,4,4,4,1,2,4,3,2,2,2,4,2,3,2,1,4,4,3,0,0
19290,552,3895,2,2,3,3,3,3,3,3,2,3,3,4,4,3,4,2,2,4,4,2,2,2,4,3,2,2,2,3,4,2,0,0
19291,442,2591,3,3,3,3,2,3,2,2,2,3,2,3,4,3,3,2,2,3,3,3,99,99,99,99,99,99,99,99,99,99,0,10
19292,314,3785,5,3,4,4,4,5,5,5,5,5,4,5,5,5,5,2,3,3,4,3,4,4,2,4,5,4,4,3,4,4,0,0
19293,485,3574,3,3,3,4,1,3,2,4,4,3,2,4,4,3,3,1,1,4,1,1,2,1,3,2,2,2,2,4,4,2,0,0
19294,322,3587,2,2,2,2,1,2,1,2,2,1,2,4,4,4,4,2,1,4,2,1,2,2,4,3,2,2,1,4,3,1,0,0
19295,608,2322,2,6,2,3,2,2,6,3,2,3,2,4,4,4,4,2,2,3,4,3,3,3,3,4,4,2,2,4,3,2,0,0
19296,475,3918,3,3,3,3,2,4,3,4,3,3,2,4,4,2,3,2,2,99,4,3,3,3,4,3,4,3,3,4,4,4,0,1
19297,040,2652,5,4,4,3,4,5,4,3,5,5,4,1,1,1,3,2,2,4,2,2,99,99,99,99,99,4,5,3,3,4,0,5
19299,629,3764,3,6,3,3,2,3,3,4,2,3,2,3,4,3,2,2,2,4,4,3,3,2,3,4,4,2,2,3,3,2,0,0
19300,420,2127,5,2,4,4,5,5,5,3,5,5,2,1,4,1,4,3,4,1,1,5,3,4,3,4,5,4,4,3,4,4,0,0
19301,402,3375,3,3,3,3,2,3,3,3,3,3,1,3,4,3,4,2,5,3,4,4,2,2,3,4,3,2,3,3,3,4,0,0
19303,335,3545,2,6,3,2,2,3,2,3,3,3,3,3,4,3,4,2,3,4,4,2,2,2,4,4,2,2,2,3,3,3,0,0
19304,309,3425,2,1,2,2,2,1,3,1,4,2,2,4,4,3,2,2,3,3,1,2,2,2,4,2,1,2,2,3,2,1,0,0
19305,328,3072,3,4,3,3,3,4,3,4,3,4,3,4,4,4,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,0,15
19306,465,3626,3,6,6,3,3,6,3,6,3,3,3,3,4,2,3,2,3,3,4,4,2,5,3,3,2,2,3,3,4,4,0,0
19307,157,2517,4,2,2,3,3,3,2,2,3,2,3,3,4,3,4,2,2,4,2,2,2,2,4,4,2,2,1,4,1,99,0,1
19309,460,3465,2,2,3,1,1,3,1,2,2,1,3,4,4,4,4,2,1,4,1,1,2,2,4,2,2,2,1,4,1,1,0,0
19310,349,3145,2,3,2,2,2,2,2,3,2,3,2,4,4,3,3,2,2,4,3,2,2,2,4,4,3,2,2,4,3,1,0,0
19312,572,3534,3,3,4,4,4,4,3,3,4,4,4,3,4,1,1,2,2,3,4,2,2,3,3,3,3,99,99,99,99,99,0,5
19313,490,3734,3,3,4,4,4,4,4,4,4,4,2,1,4,1,2,3,3,2,4,4,3,3,3,4,4,2,3,3,3,3,0,0
19314,097,3127,4,5,5,4,4,5,4,5,4,4,4,2,4,2,2,3,3,4,4,5,4,4,3,2,5,3,3,4,4,5,0,0
19316,323,2553,2,3,3,3,3,3,3,3,2,3,2,2,3,2,2,3,4,2,4,4,3,2,3,4,3,4,4,1,4,5,0,0
19318,311,2359,3,3,2,2,2,2,2,2,2,3,2,3,4,4,4,1,2,3,2,4,2,2,3,3,4,3,3,2,4,3,0,0
19319,625,2835,2,2,2,2,2,2,2,3,2,3,2,2,4,3,3,2,2,4,3,2,2,2,4,3,2,2,3,3,4,2,0,0
19320,323,2141,3,3,3,3,3,3,3,3,4,5,3,1,1,1,3,2,3,3,4,2,2,2,3,3,1,4,4,1,4,4,0,0
19321,533,2676,3,2,4,4,4,5,4,4,4,5,3,2,3,3,4,4,4,3,4,5,4,4,2,4,4,4,4,2,4,4,0,0
19322,553,2780,4,1,2,2,2,3,2,3,2,1,2,4,4,3,4,2,2,3,1,1,2,2,3,1,2,2,2,4,2,1,0,0
19323,450,3371,4,4,5,5,5,5,5,5,5,5,5,1,4,1,2,4,5,3,4,5,3,3,3,4,4,4,4,1,4,5,0,0
19324,470,3340,4,6,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,4,1,1,2,2,3,1,1,1,2,4,3,1,0,0
19325,369,3345,4,4,5,4,3,4,4,4,4,5,2,2,2,2,3,4,4,2,4,4,3,4,2,4,4,3,3,3,4,4,0,0
19326,491,3243,2,2,2,2,1,1,1,2,2,1,1,3,4,3,3,2,1,4,2,1,2,1,4,2,1,2,1,4,2,1,0,0
19327,607,2611,3,2,2,2,3,2,2,2,2,2,1,4,4,4,4,1,1,4,2,1,1,1,4,1,1,1,2,4,3,1,0,0
19328,335,2525,3,3,3,3,3,3,3,3,3,3,2,3,4,4,4,2,2,3,3,2,2,2,4,3,3,2,2,4,3,2,0,0
19329,055,2614,2,1,3,3,1,1,1,1,2,3,2,3,4,4,4,3,2,3,2,3,2,2,3,3,2,1,2,4,3,2,0,0
19330,121,3447,4,2,4,2,3,5,2,2,5,1,2,3,4,4,3,2,2,4,3,1,1,2,3,3,1,1,2,4,4,1,0,0
19331,464,2613,2,3,3,3,2,2,3,3,2,4,2,2,4,2,2,2,3,3,3,4,3,3,4,4,3,3,3,4,4,3,0,0
19332,388,3103,3,4,4,4,4,6,5,4,4,5,2,1,2,1,2,3,3,2,4,5,4,4,3,4,5,3,3,3,4,3,0,0
19333,504,3769,3,3,4,4,4,4,4,3,4,4,4,1,3,1,3,2,4,2,3,4,4,4,1,4,5,3,4,3,4,4,0,0
19334,042,3300,2,3,3,3,2,3,3,3,2,3,3,3,4,3,3,3,3,4,3,4,2,2,4,4,3,3,2,4,4,3,0,0
19335,526,2343,3,3,3,3,2,3,3,3,3,3,2,3,4,3,4,2,3,4,3,3,3,5,3,4,3,3,3,3,4,3,0,0
19336,523,2869,4,6,3,3,2,4,3,4,3,4,1,99,99,99,99,3,2,3,4,4,3,2,3,3,4,3,3,3,3,3,0,4
19337,394,2508,3,2,3,3,2,2,3,3,2,4,2,2,4,3,4,3,4,3,4,5,2,3,3,4,3,2,3,3,2,3,0,0
19338,145,2868,3,3,3,4,3,4,3,4,3,4,2,4,1,2,3,3,3,3,4,4,2,3,4,3,3,3,3,4,3,4,0,0
19339,302,3079,2,2,2,2,2,3,2,3,2,4,2,4,4,2,2,2,2,3,4,3,2,2,3,4,2,2,2,3,3,2,0,0
19340,439,2095,3,3,3,3,3,3,3,3,3,4,3,2,4,2,3,3,3,4,4,4,3,4,4,4,4,4,4,3,4,4,0,0
19341,428,3026,2,6,1,2,2,2,2,3,3,3,3,2,4,2,2,2,3,3,3,1,2,2,4,3,1,2,2,4,4,1,0,0
19342,368,2374,3,6,3,3,3,3,4,3,3,3,3,4,4,3,2,2,3,4,3,3,2,3,4,3,3,2,3,4,4,3,0,0
19344,460,2048,4,3,3,3,3,3,3,4,5,5,3,1,4,1,5,4,4,1,4,4,2,3,4,4,2,4,4,2,4,5,0,0
19345,470,3832,5,6,5,5,5,5,5,5,5,5,4,1,1,2,2,99,99,99,99,99,4,4,2,4,5,3,3,3,4,5,0,5
19346,312,2892,6,5,4,3,2,1,2,3,4,6,4,3,3,3,3,2,3,3,4,4,4,3,3,4,5,2,3,3,3,3,0,0
19347,473,3738,4,3,4,4,4,4,4,3,2,4,4,1,4,1,2,3,2,2,4,4,4,4,3,4,5,4,4,2,4,4,0,0
19348,398,3736,4,3,3,4,4,4,3,3,3,4,3,1,4,1,3,2,3,1,2,2,3,3,4,4,4,2,3,3,3,3,0,0
19349,448,3027,2,2,2,2,2,2,3,3,3,3,3,3,4,3,3,2,2,3,4,3,3,2,4,4,3,2,2,4,4,3,0,0
19350,515,2475,2,3,1,2,1,1,1,2,1,2,1,4,4,3,3,2,1,4,2,2,2,2,4,2,2,1,2,4,2,3,0,0
19351,588,2772,2,2,2,3,2,3,2,3,2,2,2,4,4,4,4,2,1,4,3,1,99,99,99,99,99,2,2,4,4,2,0,5
19352,255,3197,2,2,3,3,2,2,2,3,2,3,3,4,4,3,3,2,2,3,3,2,99,99,99,99,99,2,2,4,4,3,0,5
19353,305,3466,2,6,3,2,2,3,2,3,3,1,1,4,4,4,3,2,2,4,2,2,2,1,4,2,1,2,1,4,2,2,0,0
19354,145,2400,3,2,3,2,2,3,2,2,2,1,2,4,4,4,4,2,1,4,3,1,1,1,4,2,1,1,1,4,1,1,0,0
19355,485,3802,3,3,3,3,3,4,3,4,3,4,3,3,4,3,2,5,5,5,4,3,3,3,4,4,99,3,3,2,4,4,0,1
19356,374,2431,4,1,3,2,3,3,2,3,2,3,4,2,4,2,3,2,3,3,4,3,2,2,3,4,2,2,3,3,3,2,0,0
19357,484,2779,1,2,2,2,2,3,2,2,2,2,2,4,4,3,3,2,2,4,3,2,2,2,4,2,2,2,2,4,2,1,0,0
19358,381,2754,3,3,3,2,3,3,3,3,3,4,3,3,4,3,3,2,3,3,3,99,2,3,4,3,3,2,3,4,4,3,0,1
19359,597,2299,1,1,1,1,2,2,1,1,2,1,3,4,2,2,2,2,2,4,3,1,1,1,3,2,1,1,2,4,2,1,0,0
19361,416,3298,4,3,2,2,2,2,2,2,2,2,2,3,4,3,4,99,99,99,99,99,2,2,3,3,2,2,2,4,2,2,0,5
19362,608,2322,1,3,2,2,2,3,2,3,2,2,2,4,4,3,2,2,2,4,4,2,2,2,3,3,3,2,2,4,3,2,0,0
19363,420,2076,5,3,3,3,4,5,3,5,5,3,4,99,99,99,99,2,3,3,1,3,2,2,3,2,2,3,2,3,2,4,0,4
19364,458,2256,1,3,3,3,2,3,3,3,3,3,3,4,3,3,3,2,2,2,3,2,2,2,3,4,3,3,2,4,3,3,0,0
19365,225,2059,3,2,2,2,2,3,2,2,1,1,1,4,4,4,4,2,1,4,3,2,2,2,4,3,2,2,2,3,3,3,0,0
19367,508,3028,2,2,2,2,2,2,2,4,2,3,2,3,4,3,4,2,3,4,4,3,2,3,3,4,2,3,3,97,4,3,1,0
19368,456,2096,4,6,3,4,3,4,3,3,3,3,3,3,4,1,5,3,3,2,4,4,2,3,3,3,4,3,3,2,4,4,0,0
19369,233,2139,4,6,4,3,3,6,6,4,4,4,3,3,4,3,3,2,2,4,3,3,2,2,4,4,3,3,3,3,4,4,0,0
19370,583,2012,2,6,2,2,2,2,2,2,2,2,1,4,4,4,3,2,2,4,3,2,1,1,4,1,2,2,2,4,3,2,0,0
19371,447,3842,2,2,3,3,3,3,2,2,3,3,3,3,4,3,3,2,3,2,3,2,2,3,2,3,2,2,3,3,3,2,0,0
19372,485,3618,2,2,3,2,2,2,2,2,2,2,4,3,4,2,3,3,4,2,3,4,99,99,99,99,99,3,3,3,4,3,0,5
19373,619,2287,3,2,2,3,2,2,2,3,2,2,3,2,3,3,5,3,3,3,3,3,2,2,3,4,3,3,3,4,4,4,0,0
