stud_id,w2sch_id,w2chin_id,w2ctch_id,w1w2chg,w2pgrm,w2clspgm,w2far,w2priv,w2urban3,w2stwt1,w2stwt2,w2nright,w2all3p,w2all3ps,w2cfree,w2cf3p,w2cf3ps,w2math,w2m3p,w2m3ps,w1w2plus,w1w2minus,w2link,w2illp,w2ctc01,w2ctc02,w2ctc03,w2ctc04,w2ctc05,w2ctc06,w2ctc07,w2ctc08,w2ctc09,w2ctc10,w2ctc11,w2ctc12,w2ctc13,w2ctc14,w2ctc15,w2ctc16,w2ctc17,w2ctc18,w2ctc19,w2ctc20,w2ctc21a,w2ctc22a,hw_average,w2ctc23,w2ctc24,w2ctc25,w2ctc26,w2ctc27,w2ctc28,w2ctc29,w2ctc31,w2ctc32,w2ctc33,w2ctc34,w2ctc35,w2ctc36,w2ctc37,w2ctc38,w2ctc39,w2ctc40,w2ctc41,w2ctc42,w2ctc43,w2summis,w2sumerr
5838,394,3541,9,0,1,1,0,0,3,0.544464588,0.643535733,30,0.771107793,0.276721001,9,0.092169873,0.561936021,16,0.798793972,0.366099,6,3,14,2.18E-13,1,6,1,5,1,2,3,3,1,1,1,1,97,1,3,4,3,2,2,2,2,1,,1,1,2,1,2,3,2,4,1,2,3,2,2,1,3,2,1,2,2,97,0,2
5839,443,2165,7,0,1,1,0,0,2,0.874048471,1.033090949,26,0.236048236,0.316004008,13,0.960350096,0.569157004,11,-0.187876746,0.457832009,7,2,9,5.86E-20,1,6,1,5,3,2,4,3,2,2,1,1,1,1,3,3,1,2,2,3,2,1,,1,2,1,1,2,4,4,3,2,2,2,2,2,2,1,1,1,1,2,1,0,0
5840,398,4118,9,0,1,1,0,0,2,0.209572017,0.003260182,25,0.040626653,0.393471986,8,-0.808148384,0.636188984,12,-0.09719827,0.458934993,4,7,6,0.986838498,1,5,1,1,2,2,3,6,1,2,1,1,2,2,3,4,2,2,3,3,2,2,,1,5,1,2,4,4,4,3,3,1,3,2,2,2,1,1,1,2,2,2,0,0
5841,579,3459,2,0,1,1,0,0,2,0.120834313,0.142821401,18,-0.756016433,0.48367101,4,-2.163192272,0.697329998,7,-0.869698167,0.551151991,6,1,7,5.13E-26,1,3,1,3,2,3,3,2,1,1,1,4,2,2,2,3,3,2,3,3,1,1,,3,6,1,2,3,97,2,3,1,2,3,2,97,1,1,2,1,2,2,3,0,2
5842,344,4112,14,0,1,1,0,0,2,0.789576709,0.933248639,39,1.404214025,0.261911988,15,1.617786527,0.513224006,22,1.980801105,0.35235399,8,0,15,3.25E-37,1,5,1,5,2,2,2,1,1,1,1,2,2,3,2,3,1,2,2,2,3,1,,1,1,1,2,3,2,2,2,1,2,1,1,2,1,1,1,1,1,2,2,0,0
5843,467,2972,8,0,1,1,0,0,2,0.924382508,1.092583776,31,0.76872474,0.285585999,11,0.34279272,0.536049008,16,0.817693174,0.361795008,4,1,11,6.77E-16,1,5,1,5,1,2,3,3,1,3,1,4,4,3,3,3,1,1,4,3,2,1,,2,5,4,1,2,4,4,2,1,2,2,2,1,2,1,1,1,1,3,3,0,0
5844,418,3420,4,0,1,1,0,0,3,0.582540989,0.688524127,35,1.031059623,0.277130008,17,2.018596888,0.450996011,14,0.567510843,0.411543995,4,4,12,2.38E-05,1,4,1,1,2,2,3,3,2,3,1,2,3,3,2,3,2,1,3,3,3,1,,2,5,2,3,3,3,3,3,1,1,3,3,3,1,2,2,1,1,2,2,0,0
5846,428,3026,1,0,1,1,1,0,2,0.792975128,9.37E-11,18,-0.933220327,0.481178999,7,-1.618435144,0.742039025,7,-0.797427654,0.519070983,2,7,5,1,1,3,1,1,2,2,5,6,1,3,1,4,2,3,3,4,1,2,4,4,1,1,,1,5,3,2,4,4,4,4,1,2,1,1,4,1,2,2,2,3,4,4,0,0
5847,354,2124,4,0,1,1,0,0,2,0.772584379,0.913164258,26,0.288147926,0.31823799,9,-0.461333483,0.628130972,8,-0.760672271,0.530017018,4,3,8,1.65E-07,1,2,1,5,3,2,3,2,2,2,1,2,2,97,3,3,3,2,2,2,1,1,,2,4,3,3,1,3,3,4,1,1,4,2,4,1,2,3,1,2,2,2,0,1
5848,480,3092,11,0,1,1,0,0,2,0.203750566,0.240825146,43,1.679549932,0.239331007,15,1.658964276,0.505852997,21,1.814968467,0.34050101,4,2,15,2.09E-13,1,5,1,1,1,3,2,1,1,2,1,1,1,4,99,3,3,3,3,3,3,3,,3,2,1,2,3,3,3,3,2,1,1,2,2,1,2,2,1,1,1,99,2,0
5849,376,4128,4,0,1,1,0,0,2,0.946885884,1.12E-10,19,-0.816017807,0.54300499,6,-1.312017202,0.642787993,8,-0.800841153,0.559174001,1,6,2,1,1,2,1,5,2,3,3,5,2,2,1,2,2,2,2,3,99,3,3,3,2,1,,1,99,99,1,1,3,3,4,2,2,4,2,4,2,2,1,1,3,3,3,3,0
5850,151,3223,3,0,1,1,0,0,3,0.536043227,0.000670851,26,0.375927031,0.338472992,11,0.328339785,0.52837801,13,0.400030971,0.422986001,3,5,9,0.998941177,1,5,1,5,2,2,2,2,1,3,1,2,2,2,3,3,2,3,3,3,3,1,,2,5,5,1,2,3,3,2,1,2,3,3,2,1,1,2,2,2,2,2,0,0
5851,377,2762,10,0,1,1,0,0,2,0.776932001,0.918303072,33,1.047032595,0.267654985,9,-0.127475336,0.597173989,16,0.922101676,0.384519011,7,2,9,1.17E-25,1,5,1,1,2,2,3,3,1,2,1,2,2,2,2,3,2,2,3,2,3,1,,1,1,1,2,2,3,3,2,1,1,2,1,1,3,2,1,1,1,1,1,0,0
5852,565,2049,2,0,1,1,0,1,3,0.881219566,1.041566849,31,0.960956573,0.257481009,9,-0.11148455,0.538462996,19,1.254952312,0.302154988,5,2,9,5.48E-20,1,2,1,5,1,2,5,4,1,2,1,3,3,3,3,3,2,2,3,3,2,1,,2,1,2,2,3,3,3,3,1,1,2,2,2,1,3,2,2,1,3,3,0,0
5853,322,3587,5,0,1,1,0,0,3,0.372252226,0.43998751,34,1.314406753,0.261505008,9,0.302437216,0.538938999,16,1.192418218,0.384285003,6,2,10,1.81E-19,1,6,1,5,2,3,4,2,1,2,1,1,2,3,3,3,2,3,2,3,2,1,,1,1,1,3,2,3,3,2,2,2,1,2,2,1,1,1,1,1,2,4,0,0
5854,488,3128,16,0,1,1,0,0,3,0.755047619,0.892436624,39,1.398665428,0.267351002,15,1.713923573,0.48458901,18,1.39947629,0.323338985,9,0,15,2.47E-42,1,5,1,1,2,3,3,3,1,2,1,2,3,3,3,3,2,3,3,3,2,2,,2,2,1,2,2,5,3,3,2,2,3,3,3,2,2,1,2,2,3,3,0,0
5855,474,3569,3,0,1,1,0,0,3,0.576990962,0.681980669,44,1.877579331,0.255405992,18,2.906974316,0.639564991,19,1.70153451,0.336555988,5,2,15,1.29E-18,1,5,1,5,3,2,2,2,2,2,1,2,2,3,3,3,3,2,2,2,2,2,,1,5,2,3,3,4,2,3,1,1,3,3,3,1,2,1,1,2,2,1,0,0
5856,591,2143,14,0,1,1,0,0,2,0.254884839,0.301263869,40,1.526889086,0.257227987,13,1.362743735,0.525857985,22,1.7891289,0.343672991,4,2,12,1.18E-13,1,5,1,1,1,2,1,1,1,3,2,1,3,2,3,3,2,2,2,2,2,2,,2,1,1,2,3,3,2,4,1,1,3,2,2,1,2,1,1,1,2,3,0,0
5857,421,2211,2,0,1,1,0,0,2,2.152361155, ,35,1.15605557,0.278335005,10,0.279140472,0.533784986,17,1.071239233,0.329596013, , , , ,1,5,1,1,1,3,3,3,1,2,1,1,3,4,4,4,2,1,4,4,4,1,,2,5,1,4,4,4,4,4,1,2,2,3,4,1,2,1,1,2,3,3,0,0
5858,457,2263,1,0,1,1,0,0,3,0.145927414,0.172480464,15,-1.520594954,0.58218801,5,-1.959132195,0.796558022,8,-1.477434993,0.611424029,5,2,5,2.02E-17,1,6,1,5,3,2,5,5,1,3,1,2,2,2,3,3,1,2,2,3,2,1,,1,1,2,3,3,3,3,3,2,2,3,2,2,1,2,2,2,2,3,3,0,0
5859,502,3097,2,0,1,1,0,0,3,0.890427411,1.05245018,39,1.412008643,0.244721994,16,1.642767906,0.504821002,18,1.144348502,0.324777007,6,1,15,3.17E-21,1,6,1,1,4,2,3,3,1,3,1,3,1,3,3,3,3,3,3,3,2,2,,2,6,2,3,2,3,2,4,2,2,3,3,4,3,2,2,1,1,2,1,0,0
5860,385,2335,1,0,1,1,0,0,3,0.536481202,0.632740974,22,-0.827541411,0.493257999,8,-0.786217153,0.608354986,9,-0.698481083,0.533927977,3,4,6,0.002142751,1,3,97,2,1,2,3,3,1,2,1,2,2,2,3,3,3,2,2,2,3,1,,2,1,2,2,3,3,3,2,1,2,3,3,3,2,2,1,1,1,1,2,0,1
5861,519,3908,12,0,1,1,0,0,3,1.024299383,1.210668564,22,-0.10441006,0.41673401,10,-0.231746122,0.576147974,12,0.273649961,0.418523014,4,4,6,1.07E-05,1,5,1,1,3,3,3,6,1,2,1,1,2,2,2,97,2,3,3,99,2,2,,2,2,1,2,2,2,5,3,1,2,3,3,4,2,2,1,1,1,3,97,1,2
5862,327,3561,9,0,1,1,0,0,3,1.00590837,2.27E-06,33,1.13010776,0.293758988,9,-0.003374687,0.52937299,15,0.897288144,0.408798993,3,6,10,0.999998087,1,6,1,3,2,2,3,2,1,1,1,2,2,3,3,97,2,2,2,2,1,1,,2,2,1,2,3,3,2,4,1,2,3,2,2,1,3,2,2,1,2,4,0,1
5863,435,3846,2,0,1,1,0,0,3,0.179656342,0.212346748,15,-0.802767932,0.446078986,5,-1.459259748,0.679775,7,-0.991706133,0.575546026,3,1,5,3.23E-13,1,5,1,5,1,2,5,6,1,1,1,2,2,2,3,3,2,2,2,2,6,1,,2,1,2,2,2,3,3,3,2,1,2,2,2,2,2,1,1,1,1,2,0,0
5864,407,4116,9,0,1,1,0,0,3,1.191421866,1.408213854,28,0.077332914,0.360926002,12,-0.272312462,0.648478985,10,-0.585989416,0.533684015,6,1,11,5.33E-18,1,6,1,5,2,2,3,2,1,1,1,2,2,2,3,3,2,2,3,2,3,2,,2,3,1,2,2,2,3,3,1,1,1,2,1,2,1,1,1,1,1,1,0,0
5866,519,3344,14,0,1,1,0,0,3,0.935010076,0.001668927,17,-1.4366014,0.528638005,4,-1.874222875,0.690684974,6,-1.475721955,0.603605986,1,3,3,0.998489857,1,5,1,5,2,3,4,2,1,1,1,2,2,2,2,3,2,2,2,3,3,2,,2,2,1,2,2,3,2,3,1,1,1,1,2,2,2,1,1,1,2,3,0,0
5868,476,3275,1,0,1,1,0,0,3,0.955031216,1.128809333,44,2.226783037,0.265960991,12,1.279183984,0.532209992,24,2.546953917,0.418826997,2,1,11,1.13E-13,1,5,1,1,2,3,3,2,1,2,1,1,2,2,2,2,2,2,2,3,1,1,,3,1,1,2,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,0,0
5869,433,2670,1,0,1,1,0,0,1,1.244942546,1.471473217,42,1.693639874,0.250732988,19,2.595970869,0.476253003,20,1.67434442,0.338212013,4,0,17,2.08E-19,1,5,1,3,1,3,2,2,1,2,1,2,2,4,2,4,2,1,3,3,2,1,,3,2,1,1,3,4,4,1,1,1,1,2,1,1,2,1,1,1,2,1,0,0
5870,183,2569,11,0,1,1,0,1,2,2.077610254,2.455653667,53,2.903729916,0.297452986,21,3.9217031,0.475802988,26,2.963664293,0.484488994,3,1,16,3.14E-16,1,3,1,5,1,3,2,2,1,2,1,3,2,2,2,3,3,2,3,3,2,1,,1,1,1,1,2,2,2,3,1,2,3,2,3,1,1,1,1,1,1,2,0,0
5871,332,2262,15,0,1,1,0,0,2,1.841654301,2.176762819,35,1.353717327,0.260942996,9,-0.252684027,0.616980016,18,1.539633512,0.366813004,3,3,11,4.05E-08,1,6,1,5,2,3,3,2,1,2,1,2,3,3,4,4,2,3,4,3,1,1,,2,5,1,2,3,4,4,4,1,2,3,2,4,1,3,2,1,1,3,3,0,0
5872,524,3779,10,0,1,1,0,0,3,0.661781788,0.782200098,22,0.054509263,0.371982008,9,-0.767545938,0.654187977,10,-0.284896433,0.529439986,6,3,7,9.94E-12,1,5,1,5,2,2,3,3,1,2,1,2,3,4,4,4,2,2,3,3,1,1,,2,5,2,2,3,3,3,3,1,2,3,2,3,1,1,1,1,1,2,1,0,0
5873,591,2143,14,0,1,1,0,0,2,0.293503791,0.34690997,42,1.877987266,0.261651993,14,1.878881693,0.482666999,21,1.754389286,0.342922986,6,4,13,9.06E-17,1,5,1,1,1,2,1,1,1,3,2,1,3,2,3,3,2,2,2,2,2,2,,2,1,1,2,3,3,2,4,1,1,3,2,2,1,2,1,1,1,2,3,0,0
5874,342,3312,1,0,1,1,0,1,3,0.701201856,0.828793049,40,1.660058856,0.265055001,13,1.366461396,0.534752011,19,1.775449872,0.351597995,8,4,13,2.21E-24,1,5,1,3,2,2,3,6,1,1,1,1,3,3,3,3,2,2,1,1,1,1,,2,6,1,1,2,3,3,3,1,1,2,2,2,1,2,3,3,3,3,3,0,0
5875,425,3825,9,1,1,1,0,0,2,0.343347967,0.405823797,23,-0.275410771,0.361404002,9,-0.372268826,0.532912016,12,-0.077927142,0.398633003,6,2,10,1.66E-16,1,6,1,1,3,2,4,3,1,2,1,1,2,2,2,3,3,2,3,2,2,1,,2,1,1,2,2,5,3,2,1,2,2,2,3,2,3,2,1,2,2,3,0,0
5876,490,2612,3,0,1,1,0,0,3,0.66271615,0.783304453,54,3.175338984,0.332013994,20,2.892642736,0.389245987,25,2.805327654,0.453193992,10,2,16,6.75E-45,1,3,1,5,2,3,3,3,1,3,1,3,3,4,3,4,3,1,3,4,4,1,,2,5,2,3,3,4,4,3,3,3,3,3,4,1,2,2,1,2,3,3,0,0
5877,346,3069,7,0,1,1,0,0,3,0.362945944,0.428987831,36,1.18853724,0.239611998,15,1.511501431,0.508751988,15,0.844621956,0.356424004,11,0,14,4.65E-53,1,5,1,3,2,2,4,4,1,2,1,1,1,1,2,3,1,1,2,2,3,1,,1,3,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,1,1,1,0,0
5878,581,4029,5,0,1,1,0,0,3,1.323053241,1.563702583,18,-1.513119698,0.538882017,7,-1.139053702,0.628036022,7,-1.450213075,0.595155001,3,2,3,6.04E-05,1,5,1,5,2,3,2,3,1,1,1,1,1,1,3,3,2,1,1,2,2,1,,3,6,1,2,3,3,1,3,1,1,2,1,2,1,2,2,1,2,3,4,0,0
5879,491,2005,5,0,1,1,0,0,2,0.905690908,1.070468187,29,0.330760121,0.332623005,10,-0.512856901,0.571821988,7,-1.168698907,0.573119998,2,2,9,2.13E-05,1,1,1,1,1,3,4,4,1,3,3,3,2,4,3,4,1,2,4,3,2,1,,1,5,2,3,4,4,4,3,2,2,3,3,2,1,1,1,2,2,4,97,0,1
5880,479,3520,9,0,1,1,1,0,3,0.380007505,0.44915393,16,-1.413235903,0.521345019,8,-0.955859482,0.641943991,4,-1.969733357,0.655534983,4,4,5,1.74E-11,1,5,1,5,1,3,4,4,1,2,1,4,2,2,1,4,1,2,2,2,1,2,,2,97,1,2,2,3,3,3,1,1,3,3,4,1,1,1,1,1,1,1,0,1
5881,518,3824,4,0,1,1,0,0,2,5.532701015,6.53943491,37,1.408072114,0.253935993,10,0.101259232,0.567480981,19,1.443318963,0.349456996,6,4,10,2.21E-17,1,4,1,5,1,3,2,1,1,2,1,1,3,3,3,4,1,2,3,3,2,1,,2,5,1,2,3,4,3,3,1,2,3,2,4,1,2,2,2,2,3,2,0,0
5882,131,2907,2,0,1,1,0,1,2,1.399206877,1.653807521,42,1.89632833,0.262887001,14,1.789014697,0.490170002,22,2.258814096,0.384526014,4,3,12,1.30E-11,1,5,1,5,1,2,3,3,1,3,1,3,2,99,3,4,1,1,3,3,2,1,,2,5,2,2,3,3,3,4,1,2,3,3,3,1,2,2,1,2,3,2,1,0
5883,458,3831,20,0,1,1,0,0,2,1.942329884,2.295757532,29,0.767845452,0.266445011,14,1.448774219,0.513993025,15,0.866330624,0.320367008,6,2,9,1.47E-20,1,4,1,1,3,2,3,2,1,1,1,2,1,3,2,3,2,2,2,2,4,2,,3,2,1,2,2,3,2,4,1,1,3,1,5,1,3,2,1,2,2,2,0,0
5884,520,2735,4,0,1,1,1,0,2,0.278674126,0.329279602,11,-1.409060955,0.49417901,2,-2.692216158,0.76414597,4,-1.601063728,0.595507979,2,2,3,0.000310548,1,2,1,1,1,2,5,6,1,3,1,4,3,3,4,4,1,2,4,4,2,1,,1,6,1,4,1,4,4,4,1,1,2,4,4,2,2,1,1,1,2,1,0,0
5885,625,2229,6,0,1,1,0,0,2,1.808039546,2.137031555,23,-0.466978908,0.465092003,7,-1.255609632,0.694786012,10,-1.051344395,0.599008977,6,3,8,4.51E-13,1,6,1,5,2,3,4,4,1,2,1,2,3,3,3,4,1,1,3,3,2,1,,2,5,1,3,3,4,3,3,1,2,2,2,4,1,2,2,2,2,3,3,0,0
5886,591,2143,14,0,1,1,0,0,2,0.293503791,0.34690997,46,2.371693134,0.276342988,14,1.855563641,0.47744,22,2.316649437,0.388794005,10,0,15,1.72E-50,1,5,1,1,1,2,1,1,1,3,2,1,3,2,3,3,2,2,2,2,2,2,,2,1,1,2,3,3,2,4,1,1,3,2,2,1,2,1,1,1,2,3,0,0
5888,508,2899,9,0,1,1,0,0,1,2.987862349,3.531530619,30,0.772794902,0.29480201,7,-0.454201132,0.589811981,15,0.451299161,0.414391994,3,4,5,1.43E-06,1,4,1,3,2,2,3,2,1,3,1,2,3,3,2,3,3,2,3,3,2,1,,2,5,1,2,3,4,3,2,1,2,2,2,3,2,2,1,1,2,3,2,0,0
5889,346,3794,11,0,1,1,0,0,3,0.435535133,0.514785409,23,-0.05807123,0.343594015,11,0.44442299,0.531508029,12,-0.15549323,0.428898007,6,1,12,3.59E-16,1,5,1,5,2,3,2,5,1,2,1,3,2,3,3,4,2,2,3,3,2,1,,1,5,2,3,2,4,3,3,2,2,3,1,3,2,3,1,1,1,3,3,0,0
5890,461,4048,4,0,1,1,0,0,3,0.86260879,1.019569635,32,1.195091963,0.256366014,10,1.09795475,0.556829989,17,1.431001544,0.339938015,9,2,13,4.40E-27,1,5,1,1,1,2,3,2,1,2,1,2,2,2,3,3,4,1,2,2,4,2,,2,5,1,3,3,3,3,4,1,1,3,1,1,1,3,2,2,2,1,2,0,0
5891,400,2391,10,0,1,1,0,0,3,0.615457058,0.727446079,46,1.973396301,0.252496988,18,2.289653063,0.513891995,18,1.437262416,0.331573009,5,1,15,2.32E-23,1,6,1,5,2,2,2,2,1,2,1,2,3,2,2,3,2,1,2,3,1,1,,2,6,1,2,2,3,3,2,1,1,2,1,1,1,2,1,1,2,2,2,0,0
5892,551,3523,4,0,1,1,0,0,3,0.767666876,0.90735209,30,0.829726338,0.267574996,10,0.397004545,0.541198015,14,0.763080597,0.340463996,5,0,11,5.59E-18,1,5,1,1,2,2,3,2,1,1,1,1,1,1,2,3,1,1,2,2,5,1,,1,5,1,2,2,2,2,2,1,1,1,2,3,1,2,2,1,1,2,1,0,0
5893,631,3276,9,0,1,1,0,0,2,5.709420681,6.748308659,16,-1.400295973,0.485397995,9,-0.441809297,0.593868017,7,-1.293678045,0.540356994,5,3,7,2.83E-07,1,5,1,5,1,2,4,5,1,3,1,1,2,2,3,3,2,1,3,3,2,1,,1,1,1,2,3,3,3,1,1,2,3,2,3,1,2,3,1,2,3,3,0,0
5894,628,2639,5,0,1,1,0,0,3,0.774284661,0.915174067,49,2.308231115,0.257654011,18,2.390970945,0.379972011,26,2.994864941,0.486642987,5,1,18,4.86E-22,1,5,1,5,2,2,2,2,1,2,4,1,2,2,2,2,3,2,3,3,2,1,,1,6,1,2,2,5,4,3,1,2,4,3,3,2,2,1,2,3,4,4,0,0
5895,595,3506,13,0,1,1,0,1,3,0.890253246,1.052244306,40,1.358606815,0.236199006,15,1.734044671,0.504774988,20,1.39522016,0.304426998,10,3,14,4.23E-28,1,5,1,1,1,3,2,2,1,2,1,1,3,3,2,3,2,1,3,3,3,1,,2,1,2,2,3,3,3,3,1,1,2,2,3,1,2,1,1,2,2,2,0,0
5896,627,3131,12,0,1,1,0,0,3,1.482538462,1.728387713,32,1.06575501,0.272040993,12,1.070372939,0.541767001,16,1.01360321,0.329773992,2,4,6,0.013647434,1,5,1,5,3,2,3,6,1,1,1,3,2,2,2,2,3,3,2,2,1,1,,2,2,2,2,2,3,3,3,1,1,3,2,3,2,3,1,1,1,2,1,0,0
5897,448,3670,12,0,1,1,0,0,2,0.46823296,0.553432941,53,2.876015425,0.294681013,19,2.559353113,0.334345013,25,2.928564787,0.472184002,8,0,17,5.86E-42,1,3,1,5,1,3,3,2,1,2,2,2,2,99,3,3,2,1,2,2,3,1,,2,1,2,1,2,4,2,2,1,1,2,1,2,2,2,1,1,1,2,1,1,0
5898,468,2626,16,0,1,1,0,0,3,1.795893073,2.122673512,37,1.444250703,0.258222014,15,1.747720718,0.499597996,19,1.531445742,0.349519014,4,4,13,7.83E-07,1,6,1,3,2,2,3,2,1,1,1,2,3,2,3,3,2,2,2,3,1,1,,3,2,2,2,2,3,3,2,2,1,2,2,3,1,2,2,1,2,2,2,0,0
5899,519,3900,14,0,1,1,0,0,3,0.997344136,1.178821564,28,0.287912756,0.297888994,17,1.938708186,0.752286971,12,0.061217409,0.37650001,8,0,12,1.04E-31,1,5,1,5,2,3,4,2,1,1,1,2,2,2,2,3,2,2,2,3,3,2,,2,2,1,2,2,3,2,3,1,1,1,1,2,2,2,1,1,1,2,3,0,0
5900,368,3348,5,0,1,1,0,0,2,0.446048558,0.527211845,53,2.916539431,0.304803997,20,2.891317129,0.337366998,24,2.543035746,0.418918014,5,1,16,8.58E-26,1,6,1,2,2,2,3,3,1,1,1,1,1,3,3,3,2,2,2,1,1,1,,2,5,1,2,3,3,2,1,1,1,2,1,2,1,1,1,1,1,2,97,0,1
5901,566,2091,6,0,1,1,0,0,3,0.941027761,1.112257838,48,2.27603507,0.26167199,18,2.463029146,0.362435013,24,2.480475187,0.414352,4,2,16,1.41E-15,1,5,1,5,1,3,3,2,1,2,1,2,2,3,3,3,2,2,3,3,1,1,,2,1,1,2,3,3,3,2,1,2,2,2,2,1,2,1,1,2,3,3,0,0
5902,614,2388,3,0,1,1,1,0,2,0.503083527,0.594605386,24,0.138622701,0.35393101,9,-0.591933906,0.574151993,11,-0.223179281,0.522916019,4,4,5,3.29E-05,1,3,1,5,2,2,2,2,2,1,1,3,2,3,4,4,3,1,1,2,5,6,,2,2,1,3,3,4,4,2,1,1,3,3,4,1,3,2,1,2,1,4,0,0
5903,385,3286,10,0,1,1,0,0,3,0.554363966,0.655236423,19,-1.121496201,0.427042991,9,-1.029861331,0.605310977,7,-1.414542317,0.536858022,6,3,6,1.78E-15,1,5,1,5,1,2,4,3,1,2,1,3,2,2,2,3,2,3,2,2,1,1,,2,6,2,2,2,3,3,2,2,2,3,2,3,1,2,2,1,1,2,3,0,0
5905,327,2026,16,0,1,1,0,0,3,1.00590837,1.188786745,32,1.18179369,0.277440012,11,1.024515033,0.576197028,17,1.420681596,0.340907007,5,5,12,0.00013233,1,6,1,5,2,2,3,2,1,2,1,1,2,2,99,2,2,2,2,2,2,1,,1,6,1,3,2,4,2,4,1,2,3,97,99,1,2,3,2,2,2,2,2,1
5907,364,3314,4,0,1,1,0,0,3,0.60074544,0.710057437,47,2.370532513,0.267973989,17,2.273479462,0.409799993,22,2.242577314,0.378740013,3,0,17,9.77E-20,1,6,1,4,3,3,3,5,1,3,1,3,3,3,4,3,2,2,3,3,1,1,,1,3,2,2,4,4,2,2,2,2,2,2,2,1,2,2,2,2,3,3,0,0
5908,483,2809,9,0,1,1,0,0,3,1.354998231,1.601554632,30,0.790443361,0.322869986,7,-1.342015386,0.632972002,14,0.39244023,0.520334005,5,5,9,2.56E-10,1,5,1,5,2,2,4,5,1,2,1,2,2,2,2,3,3,3,2,2,1,1,,1,1,1,2,2,2,2,3,1,1,3,3,2,1,2,1,1,99,1,1,1,0
5909,454,3733,5,0,1,1,0,0,3,0.317655295,0.375456065,30,0.745393932,0.291426986,10,-0.095895559,0.590884984,12,0.033437628,0.426104009,6,4,10,4.82E-13,1,5,1,1,3,2,4,3,1,2,1,2,2,1,2,3,1,3,2,3,1,1,,2,1,2,3,2,3,2,4,1,1,3,1,3,1,1,1,1,1,1,2,0,0
5910,395,2504,1,0,1,1,1,0,2,1.283864498,1.517477274,14,-1.087550879,0.446952999,5,-1.568931699,0.711359024,6,-1.476047754,0.573607028,3,3,3,9.73E-10,1,4,1,1,1,2,3,2,1,1,1,2,2,2,2,2,2,1,2,2,2,1,,2,6,2,1,2,3,2,3,2,2,3,2,5,2,2,2,1,2,1,4,0,0
5911,40,4060,12,0,1,1,0,0,3,0.876045525,1.04E-10,21,-0.29423812,0.403885007,3,-2.253550768,0.769578993,8,-0.628919184,0.529690981,3,8,5,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,0,0
5912,307,3542,4,0,1,1,0,0,2,2.727834463,3.224193096,50,2.42216897,0.286785007,21,3.616669416,0.42960301,18,1.371515274,0.329035997,5,3,14,1.25E-20,1,5,1,1,3,3,4,2,2,2,1,1,1,2,3,3,3,1,2,2,4,3,,2,1,2,2,2,3,3,1,1,1,2,3,4,1,2,2,1,2,1,3,0,0
5914,40,4149,12,0,1,1,0,0,3,0.898508191,4.71E-07,18,-0.681273878,0.445793003,5,-0.824594319,0.59266901,10,-0.36744073,0.464385003,1,3,6,0.999999556,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,0,0
5915,415,4095,2,0,1,1,0,0,3,0.230796397,2.73E-11,14,-1.545166731,0.508871019,5,-2.032901764,0.727123976,4,-1.785393,0.633098006,1,7,2,1,1,2,2,4,3,2,4,3,1,2,1,2,2,2,2,3,3,2,3,3,1,1,,1,3,1,1,2,3,2,3,2,2,4,2,3,1,2,1,2,1,3,4,0,0
5916,593,3279,7,0,1,1,0,0,3,0.851713121,1.006691456,31,0.817884624,0.296047986,14,1.118033051,0.63091898,14,0.726767778,0.344702989,4,3,8,3.39E-11,1,4,1,5,2,2,2,2,1,1,1,2,2,3,2,3,3,2,2,2,2,2,,1,5,2,3,3,3,2,2,1,1,2,1,2,2,1,1,1,1,2,1,0,0
5917,415,4095,2,0,1,1,0,0,3,0.111675672,0.044747323,17,-1.104578137,0.476447999,7,-1.781402826,0.673538983,6,-1.491781354,0.601845026,1,3,6,0.660995494,1,2,2,4,3,2,4,3,1,2,1,2,2,2,2,3,3,2,3,3,1,1,,1,3,1,1,2,3,2,3,2,2,4,2,3,1,2,1,2,1,3,4,0,0
5918,477,2685,6,0,1,1,1,0,1,0.380285203,0.016672514,13,-1.220904827,0.53490001,3,-2.139041185,0.737564027,5,-1.317521453,0.584711015,3,4,4,0.962907284,1,3,1,2,1,1,5,6,1,2,1,3,3,2,2,2,2,2,2,2,2,2,,2,2,2,1,3,4,2,4,2,2,2,2,2,2,2,1,1,1,1,2,0,0
5919,151,3223,3,0,1,1,0,0,3,0.536043227,0.633582056,57,3.131171227,0.316709012,21,2.79803133,0.371722013,27,3.058496952,0.499821991,3,1,18,4.89E-19,1,5,1,5,2,2,2,2,1,3,1,2,2,2,3,3,2,3,3,3,3,1,,2,5,5,1,2,3,3,2,1,2,3,3,2,1,1,2,2,2,2,2,0,0
